rowid	trialNum	name	pResp	text	span	referent	flowers	color
440	10	Minu	2	weird middle is about half			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
441	10	Repi	12	weird middle and red middle are half			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
442	10	Minu	2	same for red center			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
443	10	Laju	6	spike one second highest but under half, about 40%			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
444	10	Laju	6	just under*			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
445	10	Minu	2	laju do the faint orange			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
447	10	Minu	2	i can do the red center			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
448	10	Minu	2	repi do the weird center			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
449	10	Repi	12	ill do weird middle			6:12, 12:7, 2:6, 9:5, 1:3, 5:1	yellow
452	11	Minu	3	sunflower highest			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
453	11	Repi	11	floppy is super high			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
454	11	Laju	9	floppy is higher than sunflower			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
455	11	Minu	3	the spike in middle			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
456	11	Minu	3	alright so i can do sunflower			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
457	11	Repi	11	those 3 sound best			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
458	11	Repi	11	i will do floppy			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
459	11	Laju	9	How high is the spke one			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
460	11	Repi	11	spike is 60%			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
461	11	Minu	3	above half			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
462	11	Laju	9	kk ill do that then			11:11, 3:9, 9:8, 1:4, 4:3, 10:1	yellow
466	12	Laju	9	spike highest			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
467	12	Minu	7	7 petal is about 60%			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
468	12	Minu	7	then red center is about 40%			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
469	12	Repi	6	orange middle is 50%			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
470	12	Laju	9	faint orange just over half			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
471	12	Laju	9	spike, 7 petal then faint orange			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
472	12	Laju	9	?			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
473	12	Minu	7	yeah			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
474	12	Repi	6	i will do faint orange			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
475	12	Laju	9	i'll do spike			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
476	12	Minu	7	i can do 7 petal			9:11, 7:9, 6:7, 2:5, 5:3, 1:1	yellow
480	13	Minu	2	red center very high			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
481	13	Laju	5	3 small ones highest for me but just under half			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
482	13	Repi	4	group of lots is middle			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
483	13	Repi	4	about 50%			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
484	13	Laju	5	Minu go for red center			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
485	13	Minu	2	ok			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
487	13	Laju	5	then Repi go for the group if thats your highest			2:11, 4:7, 5:6, 6:5, 1:3, 8:1	yellow
490	14	Repi	7	7 petals is high 80%			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
491	14	Laju	10	7 petals highest			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
492	14	Laju	10	dandelion is just under half			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
493	14	Laju	10	can't see red center			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
494	14	Minu	3	same for sunflower			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
495	14	Repi	7	red centre is low			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
496	14	Repi	7	what is sunflower?			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
497	14	Minu	3	40%			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
498	14	Laju	10	dandelion is a tiny bit higher than sunflower			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
499	14	Repi	7	sunflower, dandelion and 7 petals are best 3			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
500	14	Repi	7	i think			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
501	14	Minu	3	repi do the 7 petals			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
502	14	Laju	10	yea			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
503	14	Minu	3	i'll do sunflower			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
504	14	Repi	7	sure			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
506	14	Minu	3	laju dandelion			7:10, 10:6, 3:5, 2:3, 12:2, 11:1	yellow
509	15	Minu	7	3 is highest			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
510	15	Repi	1	3 small are best			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
511	15	Repi	1	followed by orange tips			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
512	15	Laju	5	orange tips highest on mine			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
513	15	Repi	1	and 7 petals is 50%			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
514	15	Laju	5	7 petals just over half			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
515	15	Repi	1	what about weird middle or spike?			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
516	15	Laju	5	both low			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
517	15	Minu	7	middle spike is low			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
518	15	Minu	7	laju you can do the 3			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
519	15	Laju	5	ok			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
520	15	Minu	7	repi do orange tips			5:10, 1:9, 7:7, 3:5, 9:4, 12:3	yellow
524	16	Minu	9	3 highest again			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
525	16	Repi	10	3 small is very good			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
526	16	Repi	10	dandelion is 70%			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
527	16	Minu	9	spike is half			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
528	16	Laju	5	dandelion high			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
529	16	Laju	5	dandelion about 60-70%			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
530	16	Minu	9	how is 7 petals?			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
531	16	Repi	10	7 petals is like 40%			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
532	16	Laju	5	under half, spike is better			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
533	16	Minu	9	ok I will do the spike			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
535	16	Repi	10	i will do dandelion			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
536	16	Laju	5	ok			5:12, 10:9, 9:6, 7:5, 8:3, 4:1	yellow
539	17	Repi	3	dandelion is very good			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
540	17	Minu	5	weird middle and sunflower are highest on mine			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
541	17	Repi	3	weird middle also close behind			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
542	17	Laju	12	dandelion? dont see it			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
543	17	Repi	3	3 small is just under 50%			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
544	17	Repi	3	i meant sunflower sorry			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
545	17	Laju	12	just checking hehe			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
546	17	Minu	5	its ok			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
547	17	Minu	5	i can do the 3 small			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
548	17	Repi	3	shall I do the sunflower?			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
549	17	Laju	12	ok then repi do sunflower			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
551	17	Repi	3	sure			3:10, 12:9, 5:6, 11:3, 8:2, 1:1	yellow
554	18	Repi	8	4 balls is best			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
555	18	Minu	1	orange tips highest for me			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
556	18	Laju	3	4 circles very high			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
557	18	Laju	3	how high is orange tips			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
558	18	Minu	1	then sunflower after orange tips			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
559	18	Minu	1	60% for orange tips			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
560	18	Minu	1	50% for sunflower			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
561	18	Laju	3	kk			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
562	18	Laju	3	Repi do 4 balls			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
564	18	Minu	1	i'll do orange tips			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
566	18	Repi	8	nice			8:11, 1:9, 3:7, 5:6, 7:5, 12:1	yellow
568	19	Minu	4	bundle is very high			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
569	19	Laju	2	red middle highest on mine about 60%			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
570	19	Repi	9	spike is just over halfway			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
571	19	Minu	4	then red center then the spike center			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
572	19	Laju	2	Minu do the bundle			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
573	19	Laju	2	Repi do spike, i'll do red middle			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
575	19	Minu	4	ok			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
576	19	Laju	2	please :)			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
577	19	Repi	9	sure			4:12, 2:8, 9:7, 1:6, 7:5, 11:4	yellow
580	20	Laju	3	we're gonna be rich farmers			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
581	20	Repi	6	orange faint is very good			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
582	20	Minu	4	bundle is 60%			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
583	20	Minu	4	sunflower is 50%			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
584	20	Minu	4	and lol yeah we are Laju			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
585	20	Laju	3	repi go for faint orange			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
586	20	Repi	6	teamwork is dreamwork			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
588	20	Laju	3	I can do the sunflower			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
589	20	Minu	4	ill do bundle			6:12, 4:9, 3:7, 9:6, 10:4, 1:1	yellow
592	21	Repi	3	sunflower is 80%			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
593	21	Laju	7	7 petals highest on mine			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
594	21	Laju	7	cant see faint orange			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
595	21	Minu	6	sunflower, then 7 petals, then faint orange			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
596	21	Minu	6	ill do faint orange			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
597	21	Repi	3	Ill choose sunflower			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
598	21	Laju	7	ok ill do 7 petals			3:11, 7:8, 6:6, 11:3, 9:2, 12:1	yellow
602	22	Repi	11	floppy is 60%			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
603	22	Laju	5	4 balls really high			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
604	22	Minu	8	4 balls, then floppy			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
605	22	Minu	8	3 is a little under half			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
606	22	Laju	5	3 small ones are about 40%			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
607	22	Laju	5	45%			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
608	22	Repi	11	3 small is the 3rd best then			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
609	22	Laju	5	yeah			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
610	22	Laju	5	i'll do the 3 small then			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
612	22	Repi	11	I'll do floppy			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
613	22	Minu	8	ill do the 4			8:12, 11:9, 5:6, 7:4, 2:2, 4:1	yellow
616	23	Laju	8	4 balls very high			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
617	23	Repi	4	4 balls is very high			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
618	23	Repi	4	second best is nundle at 60%			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
619	23	Repi	4	bundle*			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
620	23	Laju	8	then dandelion 60-70%			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
621	23	Minu	10	bundle and dandelion high			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
622	23	Laju	8	i can do the 4 balls			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
623	23	Minu	10	so balls, then dandelion, then bundle			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
624	23	Minu	10	I can do dandelion			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
625	23	Laju	8	last month so thank you guys! :)			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
626	23	Repi	4	I will do bundle			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
627	23	Minu	10	yeah thanks, this was fun			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
628	23	Laju	8	have a good day if we dont speak again haha			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
631	23	Repi	4	Thanks :)			8:11, 10:9, 4:8, 6:7, 5:3, 11:1	yellow
633	0	Minu	10	Ill take the bottom left flower			1:11, 4:9, 10:8, 12:6, 2:4, 3:2	yellow
634	0	Laju	4	The yellow bundle of flowers with a darker middle looks best for me			1:11, 4:9, 10:8, 12:6, 2:4, 3:2	yellow
635	0	Laju	4	the images ae scattered for all of us			1:11, 4:9, 10:8, 12:6, 2:4, 3:2	yellow
636	0	Laju	4	are*			1:11, 4:9, 10:8, 12:6, 2:4, 3:2	yellow
638	0	Repi	1	I'm taking the yellow one with orangey tips			1:11, 4:9, 10:8, 12:6, 2:4, 3:2	yellow
641	1	Laju	9	the daffodil looks best for me			9:12, 1:7, 5:5, 6:4, 3:3, 7:1	yellow
643	1	Minu	6	Ill take the yellow flower with the orange seeds in the middle			9:12, 1:7, 5:5, 6:4, 3:3, 7:1	yellow
644	1	Repi	1	I'm taking the same as last time (the orange tipped one)			9:12, 1:7, 5:5, 6:4, 3:3, 7:1	yellow
647	2	Minu	2	Ill take the orange flower with the red center			2:12, 10:8, 1:6, 12:4, 7:3, 6:1	yellow
648	2	Minu	2	*yellow			2:12, 10:8, 1:6, 12:4, 7:3, 6:1	yellow
649	2	Laju	10	ill take the dandelion			2:12, 10:8, 1:6, 12:4, 7:3, 6:1	yellow
652	2	Repi	1	Can anyone see the value bar for the one that looks like a buttercup?			2:12, 10:8, 1:6, 12:4, 7:3, 6:1	yellow
653	2	Laju	10	super low			2:12, 10:8, 1:6, 12:4, 7:3, 6:1	yellow
655	3	Repi	8	I'm taking the one that looks like 4 round flowers			8:11, 7:9, 1:6, 4:4, 12:3, 11:1	yellow
656	3	Laju	1	ill take the yellow with orange tips			8:11, 7:9, 1:6, 4:4, 12:3, 11:1	yellow
660	4	Minu	5	Ill take the one with 3 flowers			5:12, 10:8, 2:6, 6:4, 4:3, 1:2	yellow
662	4	Repi	10	I'm going for the dandelion			5:12, 10:8, 2:6, 6:4, 4:3, 1:2	yellow
663	4	Laju	2	Ill take the red centered one			5:12, 10:8, 2:6, 6:4, 4:3, 1:2	yellow
666	5	Repi	8	I'm going for the 4 round flowers			7:12, 8:9, 4:7, 9:6, 1:4, 10:1	yellow
668	5	Laju	7	Ill take the one with petals and a visible middle....idk really know how to describe it			7:12, 8:9, 4:7, 9:6, 1:4, 10:1	yellow
669	5	Laju	7	it has a visable stem			7:12, 8:9, 4:7, 9:6, 1:4, 10:1	yellow
672	6	Laju	10	ill take the dandelion			10:10, 8:9, 2:8, 11:6, 7:4, 6:1	yellow
674	6	Minu	8	Ill take the one with 4 flowers			10:10, 8:9, 2:8, 11:6, 7:4, 6:1	yellow
677	7	Laju	10	ill take the dandelion			4:11, 10:8, 1:7, 9:3, 6:2, 12:1	yellow
679	7	Repi	4	I'mm taking the one that's a bunch of flowers			4:11, 10:8, 1:7, 9:3, 6:2, 12:1	yellow
682	8	Laju	5	ill take the three flowers			5:11, 10:9, 6:8, 3:5, 8:2, 4:1	yellow
684	8	Repi	10	I'm taking the one dandelion			5:11, 10:9, 6:8, 3:5, 8:2, 4:1	yellow
687	9	Laju	1	ill take the one with orange tips			12:10, 1:8, 8:6, 7:4, 5:3, 11:2	yellow
689	9	Minu	12	Im taking the one with seeds on the centee			12:10, 1:8, 8:6, 7:4, 5:3, 11:2	yellow
692	10	Laju	3	ill take the one with the brown center			3:11, 2:8, 12:5, 5:4, 8:3, 11:2	yellow
694	10	Minu	2	Im taking the one with the red center			3:11, 2:8, 12:5, 5:4, 8:3, 11:2	yellow
697	11	Laju	12	ill take the one with the seeds in the center			4:11, 12:6, 10:5, 7:4, 1:3, 9:2	yellow
698	11	Repi	4	I'll take the bunch of flowers			4:11, 12:6, 10:5, 7:4, 1:3, 9:2	yellow
702	12	Laju	11	ill take the droopy one			11:12, 4:9, 3:7, 5:5, 10:4, 9:1	yellow
704	12	Minu	4	Im taking the bunch of flower			11:12, 4:9, 3:7, 5:5, 10:4, 9:1	yellow
707	13	Laju	1	ill take the orange tip one			1:11, 11:8, 2:7, 12:6, 8:5, 5:4	yellow
709	13	Repi	11	I'm taking the droopy one			1:11, 11:8, 2:7, 12:6, 8:5, 5:4	yellow
712	14	Laju	1	ill take the orange tip one			1:12, 4:9, 11:8, 6:7, 8:4, 3:2	yellow
714	14	Minu	11	Ill take the droppy one			1:12, 4:9, 11:8, 6:7, 8:4, 3:2	yellow
717	15	Laju	12	ill take the seed center one			12:12, 10:9, 6:8, 11:7, 5:6, 7:2	yellow
718	15	Repi	10	I'll take dandelion			12:12, 10:9, 6:8, 11:7, 5:6, 7:2	yellow
722	16	Laju	10	ill take the dandelion			10:10, 6:9, 2:4, 3:3, 7:2, 9:1	yellow
724	16	Minu	6	Ill take the orange sees one			10:10, 6:9, 2:4, 3:3, 7:2, 9:1	yellow
726	16	Repi	2	I'll take the red centre			10:10, 6:9, 2:4, 3:3, 7:2, 9:1	yellow
728	17	Laju	12	ill take the seed one			12:10, 3:8, 1:7, 10:6, 6:5, 9:2	yellow
730	17	Repi	3	Taking the brown centre			12:10, 3:8, 1:7, 10:6, 6:5, 9:2	yellow
733	18	Laju	1	orange tips			1:10, 5:8, 2:4, 3:3, 10:2, 9:1	yellow
735	18	Minu	5	3 flowers			1:10, 5:8, 2:4, 3:3, 10:2, 9:1	yellow
738	19	Minu	6	Orange seeds in center			7:12, 6:8, 4:7, 8:6, 2:3, 11:2	yellow
740	19	Laju	7	exposed stem			7:12, 6:8, 4:7, 8:6, 2:3, 11:2	yellow
743	20	Repi	8	Bunch of 4			8:12, 12:8, 11:7, 2:5, 10:2, 6:1	yellow
744	20	Laju	12	seeds in center			8:12, 12:8, 11:7, 2:5, 10:2, 6:1	yellow
748	21	Laju	11	droopy			5:12, 11:9, 12:8, 2:6, 7:5, 4:4	yellow
749	21	Minu	5	3 flowers			5:12, 11:9, 12:8, 2:6, 7:5, 4:4	yellow
753	22	Laju	11	droopy			6:11, 11:8, 8:7, 7:5, 12:2, 1:1	yellow
754	22	Minu	6	Orange seeds in center			6:11, 11:8, 8:7, 7:5, 12:2, 1:1	yellow
758	23	Laju	9	daffodil			9:10, 6:8, 7:7, 12:6, 5:5, 8:3	yellow
760	23	Minu	7	Stem			9:10, 6:8, 7:7, 12:6, 5:5, 8:3	yellow
795	10	Laju	9	i selected middle top row			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
796	10	Repi	11	i did bottom right			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
797	10	Laju	9	need another image			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
798	10	Repi	11	oval flowers			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
799	10	Laju	9	ok			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
800	10	Laju	9	3rd person to make a selection			6:10, 7:7, 9:5, 11:3, 4:2, 12:1	white
841	0	Laju	5	shall i take the bottom left yellow flower			12:10, 5:6, 10:5, 9:4, 1:2, 4:1	yellow
842	0	Minu	5	3 yellow flowers in one image is best for me			12:10, 5:6, 10:5, 9:4, 1:2, 4:1	yellow
843	0	Repi	12	biggest yellow one is my best			12:10, 5:6, 10:5, 9:4, 1:2, 4:1	yellow
848	1	Laju	5	i have taken the one with 3 flowers			4:10, 5:9, 10:8, 1:7, 12:6, 3:1	yellow
850	1	Minu	4	cluster of around 6 flowers is best for me			4:10, 5:9, 10:8, 1:7, 12:6, 3:1	yellow
853	2	Laju	11	i have taken the middle bottom one			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
854	2	Repi	9	the one with 2 is my best			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
855	2	Minu	1	yellow flower with orange tips, they are in different places stop saying which position they are in			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
857	2	Laju	11	have we all slected a flower			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
858	2	Repi	9	what does yours look like?			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
859	2	Minu	1	orange tips on the corner of each petal			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
860	2	Minu	1	ok this is clearly not real people			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
861	2	Laju	11	why not i am real			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
862	2	Repi	9	Laju?			1:10, 11:6, 9:5, 7:4, 12:3, 4:1	yellow
865	3	Laju	12	i have slected bottom left one the large one			6:10, 12:6, 5:4, 7:3, 1:2, 11:1	yellow
866	3	Minu	6	I'm choosing single flower with bright orange middle.			6:10, 12:6, 5:4, 7:3, 1:2, 11:1	yellow
867	3	Repi	5	the one with orange speckles in the middle is my best			6:10, 12:6, 5:4, 7:3, 1:2, 11:1	yellow
868	3	Laju	12	okk			6:10, 12:6, 5:4, 7:3, 1:2, 11:1	yellow
869	3	Repi	5	ill choose the 3 then			6:10, 12:6, 5:4, 7:3, 1:2, 11:1	yellow
872	4	Minu	12	I'm choosing the single flower which is full bloom and lots of petals			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
873	4	Repi	7	the big one with more droopy petals is my best			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
874	4	Laju	6	ok i will choose the top right one			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
876	4	Minu	12	cool that's different from mine			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
877	4	Minu	12	stop saying the postiion! we don't see them in the same position as each other			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
879	4	Laju	6	ok sorry			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
880	4	Laju	6	of course			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
881	4	Laju	6	i forgot			12:10, 7:9, 11:7, 10:4, 4:2, 6:1	yellow
884	5	Laju	5	i have sleected the one with e in			5:12, 10:8, 9:7, 7:3, 3:2, 1:1	yellow
885	5	Minu	9	3 flowers in one image is my best one			5:12, 10:8, 9:7, 7:3, 3:2, 1:1	yellow
886	5	Laju	5	3			5:12, 10:8, 9:7, 7:3, 3:2, 1:1	yellow
887	5	Repi	10	the dandelion is my best			5:12, 10:8, 9:7, 7:3, 3:2, 1:1	yellow
888	5	Minu	9	ok			5:12, 10:8, 9:7, 7:3, 3:2, 1:1	yellow
892	6	Repi	8	3 is my best			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
893	6	Laju	1	i have gone for the one with the orange tips			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
894	6	Minu	11	3 dandelions in one image for me is the best			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
895	6	Minu	11	3 what?			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
896	6	Repi	8	you go for that and ill go the 4			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
897	6	Repi	8	3 dandelions			5:10, 8:8, 6:6, 1:5, 11:4, 2:3	yellow
901	7	Laju	8	i will go 4 flowers			8:11, 5:9, 1:8, 10:5, 11:4, 6:2	yellow
902	7	Repi	5	4 flowers my best			8:11, 5:9, 1:8, 10:5, 11:4, 6:2	yellow
903	7	Minu	1	single daf with orange tips is my best one			8:11, 5:9, 1:8, 10:5, 11:4, 6:2	yellow
904	7	Repi	5	3 dands my next best			8:11, 5:9, 1:8, 10:5, 11:4, 6:2	yellow
908	8	Laju	9	single daffodil for me			8:10, 5:8, 11:7, 12:5, 3:4, 9:3	yellow
909	8	Repi	8	4 flowers for me			8:10, 5:8, 11:7, 12:5, 3:4, 9:3	yellow
910	8	Minu	5	OK Ill pick the 3			8:10, 5:8, 11:7, 12:5, 3:4, 9:3	yellow
914	9	Laju	8	i have the one with 4 flowers			9:12, 4:9, 1:8, 8:7, 11:3, 2:1	yellow
915	9	Minu	4	the cluster of about 8 is my best			9:12, 4:9, 1:8, 8:7, 11:3, 2:1	yellow
916	9	Repi	9	the 2 is my best with one in the background			9:12, 4:9, 1:8, 8:7, 11:3, 2:1	yellow
920	10	Laju	12	i have the single largest flower			12:12, 8:9, 1:7, 11:4, 3:2, 4:1	yellow
921	10	Repi	8	4 flowers my best			12:12, 8:9, 1:7, 11:4, 3:2, 4:1	yellow
922	10	Minu	1	me too ill take the orange tip one			12:12, 8:9, 1:7, 11:4, 3:2, 4:1	yellow
